,Job Title,min salary,max,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
1400,Data Analyst 4,41000.00,86000.00,"Dallas, TX","Rockville, MD",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1
1401,SENIOR APPLICATION PROGRAMMER ANALYST (Data Transformation & Integration) - ITD,44000.00,82000.00,"Tarrant, TX","Fort Worth, TX",1 to 50 employees,-1,Government,Municipal Governments,Government,Less than $1 million (USD),-1,-1
1402,Data Governance Analyst,44000.00,82000.00,"Dallas, TX","Red Bank, NJ",1001 to 5000 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Kforce, Mitchell Martin, Insight Global",-1
1403,Data Analyst - SM,44000.00,82000.00,"Irving, TX","Irving, TX",1 to 50 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),-1,-1
1404,Reporting Data Analyst (contract to hire),44000.00,82000.00,"Dallas, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1
1405,Data Analyst {S02268P},44000.00,82000.00,"Arlington, TX","Arlington, TX",1001 to 5000 employees,1967,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1
1406,Data Analyst,44000.00,82000.00,"Plano, TX","Newark, CA",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1
1407,Data Analyst - Marketing,44000.00,82000.00,"Carrollton, TX","Madison, WI",5001 to 10000 employees,1996,Company - Private,Lending,Finance,$10+ billion (USD),-1,-1
1408,Senior Data Quality Analyst,44000.00,82000.00,"Dallas, TX","Dallas, TX",501 to 1000 employees,2017,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,TRUE
1409,Data Analyst,44000.00,82000.00,"Plano, TX","Noida, India",10000+ employees,1991,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Infosys, Tata Consultancy Services, Wipro",-1
1410,Sr. Enterprise BI Data Analyst,44000.00,82000.00,"Dallas, TX","Annapolis Junction, MD",10000+ employees,1995,Company - Public,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),"SPX, Flowserve, Robbins & Myers",-1
1411,Accounting/Data Analyst Associate,44000.00,82000.00,"Southlake, TX","Southlake, TX",1 to 50 employees,-1,Subsidiary or Business Segment,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1,-1
1412,Sr. Business Data Analyst Enterprise Risk,44000.00,82000.00,"Dallas, TX","Pittsburgh, PA",1001 to 5000 employees,1967,Subsidiary or Business Segment,Lending,Finance,$500 million to $1 billion (USD),"Mortgage Connect, Amrock, Title365",-1
1413,Sr. BI Data Engineer and Analyst,44000.00,82000.00,"Dallas, TX","Dallas, TX",201 to 500 employees,2013,Company - Private,Financial Transaction Processing,Finance,$50 to $100 million (USD),-1,-1
1414,Data Management Analyst,44000.00,82000.00,"Dallas, TX","Bengaluru, India",201 to 500 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
1415,"Data Analyst (Python), Dallas, Methods+Mastery (a FleishmanHillard Company)",44000.00,82000.00,"Dallas, TX","Saint Louis, MO",1001 to 5000 employees,1946,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Edelman, Burson-Marsteller, Weber Shandwick",-1
1416,Pricing Data Analyst,44000.00,82000.00,"Plano, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1
1417,Data Platform System Analyst Lead (Data Services),44000.00,82000.00,"Lewisville, TX","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
1418,Business Analyst/Data Analyst,44000.00,82000.00,"Irving, TX","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",-1
1419,Sr. Data Analyst,44000.00,82000.00,"Dallas, TX","Frisco, TX",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
1420,Data Analyst,44000.00,82000.00,"Coppell, TX","Bengaluru, India",1001 to 5000 employees,1991,Company - Public,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1421,"Data Management Analyst - Dallas, TX/ Tempe, FL",44000.00,82000.00,"Dallas, TX","Alpharetta, GA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1
1422,Data Analyst,44000.00,82000.00,"Dallas, TX","Hampton, VA",201 to 500 employees,1962,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1
1423,Financial Data Analyst,44000.00,82000.00,"Plano, TX","Plano, TX",51 to 200 employees,-1,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,-1,-1
1424,Data Conversion Analyst,44000.00,82000.00,"Allen, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1
1425,Behavorial Health Data Analyst,44000.00,82000.00,"Plano, TX","McKinney, TX",51 to 200 employees,-1,Government,-1,-1,Unknown / Non-Applicable,-1,-1
1426,Data Analyst Lead - EM & Data,44000.00,82000.00,"Richardson, TX","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
1427,Data Analyst,44000.00,82000.00,"Farmers Branch, TX","Ann Arbor, MI",1001 to 5000 employees,2015,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,-1
1428,Sr. Data Analyst - Healthcare Claims,44000.00,82000.00,"Dallas, TX","Sugar Land, TX",1 to 50 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,-1
1429,Sr. Enterprise BI Data Analyst,48000.00,88000.00,"Dallas, TX","Dallas, TX",5001 to 10000 employees,1978,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$1 to $2 billion (USD),"Orthofix, Stryker",-1
1430,Data/Business Solutions Analyst - Jr,48000.00,88000.00,"Plano, TX","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
1431,System Analyst(Big Data/Hadoop),48000.00,88000.00,"Irving, TX",-1,1 to 50 employees,-1,Other Organization,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
1432,Pricing Data Analyst,48000.00,88000.00,"Plano, TX","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
1433,Data Management Analyst,48000.00,88000.00,"Plano, TX","Plano, TX",1001 to 5000 employees,1996,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
1434,Application Vulnerability Governance Lead Data Analyst,48000.00,88000.00,"Irving, TX","New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
1435,SAP Data Analyst (Contract),48000.00,88000.00,"Irving, TX","Cherry Hill, NJ",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1
1436,LAWSON LANDMARK DATA EXTRACT ANALYST,48000.00,88000.00,"Dallas, TX","New York, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
1437,Business Analytics Analyst II (Data Concierge),48000.00,88000.00,"Arlington, TX","Arlington, TX",1001 to 5000 employees,1967,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1
1438,Data Science Sr. Analyst,48000.00,88000.00,"Dallas, TX","New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1
1439,Data Analyst -0517 Suv,48000.00,88000.00,"Irving, TX","Irving, TX",1 to 50 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),-1,-1
1440,Network Data Analyst,48000.00,88000.00,"Dallas, TX","Vienna, VA",1 to 50 employees,-1,Contract,IT Services,Information Technology,$1 to $5 million (USD),-1,-1
1441,Technical Data Analyst Accounting,48000.00,88000.00,"Irving, TX","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",-1
1442,Data Analyst: II (Intermediate),48000.00,88000.00,"Irving, TX","Dallas, TX",1 to 50 employees,-1,Company - Public,IT Services,Information Technology,Less than $1 million (USD),-1,-1
1443,Senior Enterprise Data Management Analyst,48000.00,88000.00,"Dallas, TX","Lisle, IL",10000+ employees,1938,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,-1
1444,Data Quality Analyst,48000.00,88000.00,"Richardson, TX","Somerset, NJ",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
1445,Data Analyst - IT Administrator,48000.00,88000.00,"Allen, TX","Greenwood Village, CO",51 to 200 employees,1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1
1446,Data Analyst,48000.00,88000.00,"Arlington, TX","Winnebago, NE",201 to 500 employees,1995,Company - Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services",$100 to $500 million (USD),-1,-1
1447,Data Analyst Lead - Air/Technical Operations,48000.00,88000.00,"Richardson, TX","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
1448,"Analyst, Client Data II",48000.00,88000.00,"Irving, TX","Irving, TX",5001 to 10000 employees,1947,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),"Marketing Werks, GMR Marketing, Anderson Merchandisers",-1
1449,DATA ENGINEER / DATA ANALYST,48000.00,88000.00,"Plano, TX","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
1450,Jr. Data Warehouse Systems Analyst,48000.00,88000.00,"Richardson, TX","Somerset, NJ",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
1451,"Data Management Analyst in Plano, TX at Community Hospital Corporation",48000.00,88000.00,"Plano, TX","Tallassee, AL",201 to 500 employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1,-1
1452,QA Automation Analyst with Big data technology,48000.00,88000.00,"Richardson, TX","Hilliard, OH",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1
1453,Data Analyst Lead - Commercial,48000.00,88000.00,"Richardson, TX","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
1454,Data Analyst - Property Operations,48000.00,88000.00,"Dallas, TX","Boca Raton, FL",501 to 1000 employees,2011,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,"Alliance Residential, Wood Partners, Trammell Crow Residential",-1
1455,Sr Data Management Analyst,48000.00,88000.00,"Irving, TX","Atlanta, GA",1001 to 5000 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),-1,-1
1456,Senior Data Quality Analyst,44000.00,78000.00,"Arlington, TX","Aberdeen, United Kingdom",10000+ employees,1995,Company - Private,Transportation Management,Transportation & Logistics,$5 to $10 billion (USD),-1,-1
1457,Lead Data Analyst,44000.00,78000.00,"Plano, TX","Fort Smith, AR",10000+ employees,1923,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$2 to $5 billion (USD),-1,-1
1458,Data Analyst Lead (Customer and Reservations),44000.00,78000.00,"Richardson, TX","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
1459,Data Analyst - Senior,44000.00,78000.00,"Plano, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1
1460,Senior Data Risk Analyst,44000.00,78000.00,"Plano, TX","Irving, TX",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1
1461,Data/Business Operations Analyst,44000.00,78000.00,"Dallas, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1
1462,Data Analyst - Sr,44000.00,78000.00,"Plano, TX","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",TRUE
1463,Data Analyst - Senior,44000.00,78000.00,"Plano, TX","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
1464,Digital S/W Eng Lead Analyst (Big data with SAS and PySpark background),44000.00,78000.00,"Irving, TX","Irving, TX",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,-1
1465,Senior QC Analyst: Data Integrity SME,44000.00,78000.00,"Dallas, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1
1466,"Data Analyst, Internal Audit",44000.00,78000.00,"Irving, TX","Baltimore, MD",10000+ employees,1912,Company - Public,Lending,Finance,Unknown / Non-Applicable,"Avant, LendingClub, Prosper.com",-1
1467,Analyst/Developer (Data Warehouse) III,44000.00,78000.00,"Allen, TX","Newark, CA",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1
1468,Data Analyst,110000.00,190000.00,"Newark, CA","Campbell, CA",51 to 200 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,TRUE
1469,Senior HR Data Analyst,110000.00,190000.00,"Santa Clara, CA","Santa Clara, CA",10000+ employees,1993,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1,-1
1470,Sr. Data Analyst - Growth & Adoption,110000.00,190000.00,"Newark, CA","Newark, CA",1001 to 5000 employees,1989,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"AIR Worldwide, EQECAT, Verisk Analytics",-1
1471,Data Analyst,110000.00,190000.00,"Santa Clara, CA","Sunnyvale, CA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,-1
1472,"Data Analyst, Product Insights",110000.00,190000.00,"Redwood City, CA","Irvine, CA",1001 to 5000 employees,1997,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,-1
1473,Data Analyst,110000.00,190000.00,"Santa Clara, CA","Santa Clara, CA",51 to 200 employees,1990,Subsidiary or Business Segment,Sports & Recreation,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,TRUE
1474,Data and User Acceptance Test Analyst,110000.00,190000.00,"Cupertino, CA","Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),"Adecco, ManpowerGroup, Allegis Corporation",-1
1475,Data Analyst,110000.00,190000.00,"Fremont, CA","Palo Alto, CA",10000+ employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),"Audi, BMW, Mercedes-Benz International",-1
1476,Data Analyst,110000.00,190000.00,"San Jose, CA","Mumbai, India",10000+ employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini",-1
1477,Data Analyst,110000.00,190000.00,"Menlo Park, CA","Chandler, AZ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1478,Data Analyst,110000.00,190000.00,"Santa Clara, CA","Santa Clara, CA",201 to 500 employees,2006,Company - Private,Accounting,Accounting & Legal,$25 to $50 million (USD),-1,-1
1479,Data Analyst,110000.00,190000.00,"San Jose, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1
1480,Marketing Data Analyst,110000.00,190000.00,"San Jose, CA","Sunnyvale, CA",51 to 200 employees,2009,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
1481,Tableau Data Analyst Intern,110000.00,190000.00,"Palo Alto, CA","Palo Alto, CA",1 to 50 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
1482,Data Analyst I,110000.00,190000.00,"Cupertino, CA","Troy, MI",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Experis,-1
